text,is_emergency
The vision darkening at the edges plus severe lightheadedness had me in a panic. Went straight to urgent care. After all the tests they cleared me — just the heat outside.,0
I took deep breaths for the terrible trembling but when vision darkening at the edges started I went to the ER. After all the tests they cleared me — just a hard workout.,0
Had mild shaking today — pretty sure it's just postural hypotension. Ibuprofen helped.,0
Woke up with some chest pain. Probably low blood sugar. Ibuprofen helped.,0
"Sharp numbness and cold sweats, plus can't catch my breath at all. Called an ambulance. Urgent care said it was skipping meals. Relieved it wasn't more serious.",0
Woke up with slight throbbing headache. Probably alcohol last night. Passed on its own after an hour.,0
My child has had significant shaking for hours. They lay down but it's not going away. Now one side of my face feels strange. Is this something to see a doctor about?,1
I took antacids for the moderate chest pressure but when one side of my face feels strange started I went to the ER. Urgent care said it was low blood sugar. Relieved it wasn't more serious.,0
Had a bit of throat tightness today — pretty sure it's just low blood sugar. Better after drinking water.,0
Mild dizziness all afternoon. Think it's alcohol last night. Much better after lying down.,0
Started with moderate throat tightness this morning. I lay down but I'm really worried about it. Now jaw pain alongside the chest pain. Is this something to see a doctor about?,1
The throbbing headache started after a cold. I took antacids and it passed.,0
My husband had bad disorientation and can't catch my breath at all — we called 911. My doctor said it was stress and nothing to worry about.,0
Had minor stomach cramps and chest tightness for the past few hours. Any advice?,0
Had sharp trouble breathing with throat swelling so I went to the ER. My doctor said it was a panic attack and nothing to worry about.,0
My wife collapsed — significant numbness and vision darkening at the edges. Rushed to the ER. Urgent care said it was not sleeping enough. Relieved it wasn't more serious.,0
My neighbor collapsed — terrible chest pain and jaw pain alongside the chest pain. Rushed to the ER. My doctor said it was dehydration and nothing to worry about.,0
I rested for the bad chest tightness but when one side of my face feels strange started I went to the ER. Turned out to be a cold. Feeling much better now.,0
Dealing with minor stomach cramps and racing heart today. Not sure if it's a hard workout or something more. Should I be worried?,1
The vision darkening at the edges plus intense difficulty breathing had me in a panic. Went straight to urgent care. Urgent care said it was postural hypotension. Relieved it wasn't more serious.,0
Woke up with some arm pain. Probably too much caffeine. Passed on its own after an hour.,0
The abdominal pain started after seasonal allergies. I lay down and it passed.,0
The numbness on my left side plus intense jaw pain had me in a panic. Went straight to urgent care. The ER ran tests and said it was eating too fast. Discharged after two hours.,0
The abdominal pain has been on and off all day. Possibly anxiety. Not sure what to do.,0
Dealing with bad sweating and dizziness today. Not sure if it's a hard workout or something more. Does this sound serious?,0
My roommate had concerning shortness of breath and vision darkening at the edges — we called 911. After all the tests they cleared me — just a hard workout.,0
Had concerning severe headache with one side of my face feels strange so I went to the ER. Turned out to be a hard workout. Feeling much better now.,0
My friend collapsed — crushing abdominal pain and vision darkening at the edges. Rushed to the ER. Turned out to be too much caffeine. Feeling much better now.,0
Dealing with minor cold sweats and chest tightness today. Not sure if it's alcohol last night or something more. Not sure what to do.,0
Dealing with moderate weakness and cold sweats today. Not sure if it's skipping meals or something more. Should I be worried?,0
The chest pain started after low blood sugar. I took ibuprofen and it passed.,0
Both numbness and nausea today — think it's postural hypotension. Passed on its own after an hour.,0
A bit of chest pressure today. I took antacids. Still not sure if this is normal. Not sure what to do.,0
A bit of shaking all afternoon. Think it's a cold. It went away after I rested.,0
Dealing with slight confusion and shortness of breath today. Not sure if it's skipping meals or something more. Does this sound serious?,0
Experiencing moderate heart pounding that came on earlier today. I sat down. Has anyone else experienced this?,1
Sharp severe headache with pain radiating to my left arm. I tried lay down but it keeps coming back.,1
"Moderate disorientation and arm pain, plus throat swelling. Called an ambulance. Paramedics checked me over and said it was the heat outside. What a scare.",0
My mom collapsed — terrible vomiting and vision darkening at the edges. Rushed to the ER. The ER ran tests and said it was seasonal allergies. Discharged after two hours.,0
Had crushing racing heart with one side of my face feels strange so I went to the ER. Doctors said it was just dehydration. Back home and resting.,0
I rested for the significant shaking but when one side of my face feels strange started I went to the ER. Paramedics checked me over and said it was anxiety. What a scare.,0
Having a bit of throbbing headache that started a little while ago. I stepped outside for air. Not sure what to do.,1
Had bad weakness with can't catch my breath at all so I went to the ER. After all the tests they cleared me — just anxiety.,0
Dealing with concerning chest pain and abdominal pain today. Not sure if it's too much caffeine or something more. Should I be worried?,0
The numbness started after alcohol last night. I sat down and it passed.,0
The chest tightness started after dehydration. I had a snack and it passed.,0
The feeling faint has been on and off all day. Possibly acid reflux. Any advice?,0
The racing heart has been on and off all day. Possibly a panic attack. Should I call my doctor?,0
"Significant trouble breathing and shaking, plus vision darkening at the edges. Called an ambulance. Doctors said it was just seasonal allergies. Back home and resting.",0
Terrible racing heart and can't catch my breath at all came on suddenly. I was convinced it was serious. Paramedics checked me over and said it was low blood sugar. What a scare.,0
Having minor vomiting that started a little while ago. I rested. Does this sound serious?,0
Woke up with slight lightheadedness. Could be a stressful week but I'm not certain. Does this sound serious?,0
Had mild blurred vision today — pretty sure it's just skipping meals. It went away after I rested.,0
Intense tingling came out of nowhere. jaw pain alongside the chest pain. I had a snack but it's getting worse.,1
Woke up with minor disorientation. Probably dehydration. It went away after I rested.,0
Woke up with moderate abdominal pain. Could be a panic attack but I'm not certain. Should I be worried?,0
"Crushing jaw pain and chest tightness, plus numbness on my left side. Called an ambulance. Urgent care said it was alcohol last night. Relieved it wasn't more serious.",0
My neighbor has concerning feeling faint. They drank some water but it hasn't fully resolved. Any advice?,0
Moderate severe headache and jaw pain alongside the chest pain came on suddenly. I was convinced it was serious. The ER ran tests and said it was a stressful week. Discharged after two hours.,0
Woke up with significant shortness of breath. Could be a hard workout but I'm not certain. Not sure what to do.,0
The feeling faint has been on and off all day. Possibly sitting too long. Not sure what to do.,0
Slight vomiting all afternoon. Think it's postural hypotension. Passed on its own after an hour.,0
Dealing with significant confusion and dizziness today. Not sure if it's a stressful week or something more. Does this sound serious?,0
The can't catch my breath at all plus moderate seeing spots had me in a panic. Went straight to urgent care. The ER ran tests and said it was a cold. Discharged after two hours.,0
The throat swelling plus sharp feeling faint had me in a panic. Went straight to urgent care. Turned out to be a panic attack. Feeling much better now.,0
Dealing with minor nausea from too much caffeine. I took ibuprofen and ibuprofen helped.,0
Had mild nausea today — pretty sure it's just a hard workout. Feeling better now.,0
Woke up with slight shortness of breath. Could be a hard workout but I'm not certain. Not sure what to do.,0
Had a bit of difficulty breathing and trembling for the past few hours. Any advice?,0
The jaw pain has been on and off all day. Possibly a panic attack. Has anyone else experienced this?,0
My friend had crushing blurred vision and difficulty forming words — we called 911. Paramedics checked me over and said it was a stressful week. What a scare.,0
Minor feeling faint today. I drank some water. Still not sure if this is normal. Should I be worried?,0
Both difficulty breathing and weakness today — think it's seasonal allergies. Better after drinking water.,0
Having significant blurred vision that started a little while ago. I took ibuprofen. Should I call my doctor?,0
The rapid heart rate started after alcohol last night. I stepped outside for air and it passed.,0
Woke up with minor feeling faint. Probably postural hypotension. Ibuprofen helped.,0
My husband has moderate cold sweats. They took deep breaths but it hasn't fully resolved. Should I call my doctor?,0
Woke up with some rapid heart rate. Probably not sleeping enough. Ibuprofen helped.,0
The chest pressure comes and goes when I'm stressed. Probably alcohol last night. Much better after lying down.,0
My wife has some lightheadedness. They sat down but it hasn't fully resolved. Should I be worried?,0
The jaw pain alongside the chest pain plus sharp sweating had me in a panic. Went straight to urgent care. Doctors said it was just a hard workout. Back home and resting.,0
Dealing with minor confusion and heart pounding today. Not sure if it's eating too fast or something more. Should I be worried?,1
The trembling comes and goes when I'm stressed. Probably seasonal allergies. It went away after I rested.,0
My mom has slight trouble breathing. They drank some water but it hasn't fully resolved. Should I be worried?,0
Woke up with some trembling. Probably postural hypotension. Better after drinking water.,0
I lay down for the sharp weakness but when jaw pain alongside the chest pain started I went to the ER. Turned out to be postural hypotension. Feeling much better now.,0
The one side of my face feels strange plus bad throat tightness had me in a panic. Went straight to urgent care. After all the tests they cleared me — just alcohol last night.,0
The numbness has been on and off all day. Possibly low blood sugar. Is this something to see a doctor about?,0
The trembling started after seasonal allergies. I took antacids and it passed.,0
Noticing bad sweating since this morning. I rested but I'm not sure it helped. Does this sound serious?,0
Had slight dizziness today — pretty sure it's just skipping meals. Much better after lying down.,0
The disorientation started after acid reflux. I sat down and it passed.,0
The can't catch my breath at all plus severe trembling had me in a panic. Went straight to urgent care. Turned out to be not sleeping enough. Feeling much better now.,0
Dealing with minor throbbing headache from not sleeping enough. I took deep breaths and feeling better now.,0
Had slight shaking today — pretty sure it's just sitting too long. Feeling better now.,0
Experiencing minor difficulty breathing that came on earlier today. I took antacids. Does this sound serious?,0
Both sweating and chest tightness today — think it's sitting too long. Feeling better now.,0
Had some trembling today — pretty sure it's just dehydration. Feeling better now.,0
Both throat tightness and trembling today — think it's low blood sugar. Passed on its own after an hour.,0
Experiencing a bit of throat tightness that came on earlier today. I drank some water. Should I call my doctor?,0
"Sharp nausea and chest pressure, plus one side of my face feels strange. Called an ambulance. My doctor said it was sitting too long and nothing to worry about.",0
Had a bit of disorientation and nausea for the past few hours. Has anyone else experienced this?,0
The one side of my face feels strange plus crushing throbbing headache had me in a panic. Went straight to urgent care. Doctors said it was just not sleeping enough. Back home and resting.,0
"Sharp stomach cramps and difficulty breathing, plus one side of my face feels strange. Called an ambulance. After all the tests they cleared me — just a panic attack.",0
Dealing with concerning rapid heart rate and tingling today. Not sure if it's seasonal allergies or something more. Should I call my doctor?,0
I stepped outside for air for the severe vomiting but when one side of my face feels strange started I went to the ER. Turned out to be eating too fast. Feeling much better now.,0
Minor cold sweats all afternoon. Think it's a panic attack. Better after drinking water.,0
My child had concerning sweating and jaw pain alongside the chest pain — we called 911. Doctors said it was just too much caffeine. Back home and resting.,0
Dealing with moderate dizziness and throat tightness today. Not sure if it's low blood sugar or something more. Not sure what to do.,0
My husband collapsed — sharp shaking and vision darkening at the edges. Rushed to the ER. Paramedics checked me over and said it was acid reflux. What a scare.,0
"Concerning trouble breathing and severe headache, plus can't catch my breath at all. Called an ambulance. Doctors said it was just postural hypotension. Back home and resting.",0
My wife had severe weakness and one side of my face feels strange — we called 911. The ER ran tests and said it was a cold. Discharged after two hours.,0
Started with sharp numbness this morning. I had a snack but it's not going away. Now throat swelling. Any advice?,1
The jaw pain alongside the chest pain plus sharp chest tightness had me in a panic. Went straight to urgent care. My doctor said it was stress and nothing to worry about.,0
The chest pain started after too much caffeine. I sat down and it passed.,0
My dad collapsed — severe jaw pain and numbness on my left side. Rushed to the ER. The ER ran tests and said it was seasonal allergies. Discharged after two hours.,0
Had minor heart pounding today — pretty sure it's just eating too fast. Ibuprofen helped.,0
Woke up with mild seeing spots. Probably alcohol last night. Ibuprofen helped.,0
Terrible cold sweats and one side of my face feels strange came on suddenly. I was convinced it was serious. Doctors said it was just alcohol last night. Back home and resting.,0
Experiencing some trouble breathing that came on earlier today. I rested. Should I be worried?,0
Woke up with some stomach cramps. Could be too much caffeine but I'm not certain. Not sure what to do.,0
Dealing with mild throat tightness from the heat outside. I lay down and it went away after i rested.,0
The numbness comes and goes when I'm stressed. Probably alcohol last night. Ibuprofen helped.,0
The lightheadedness comes and goes when I'm stressed. Probably dehydration. Better after drinking water.,0
Terrible seeing spots and seeing spots since earlier. I rested. Nothing seems to be helping. Any advice?,1
Experiencing minor rapid heart rate that came on earlier today. I rested. Should I be worried?,0
Intense stomach cramps and one side of my face feels strange came on suddenly. I was convinced it was serious. After all the tests they cleared me — just sitting too long.,0
Had minor disorientation and rapid heart rate for the past few hours. Should I call my doctor?,0
Dealing with minor dizziness from alcohol last night. I took deep breaths and better after drinking water.,0
Bad weakness today. I sat down. Still not sure if this is normal. Does this sound serious?,0
Sharp lightheadedness and throat swelling came on suddenly. I was convinced it was serious. Turned out to be stress. Feeling much better now.,0
I took antacids for the significant chest pressure but when vision darkening at the edges started I went to the ER. Urgent care said it was anxiety. Relieved it wasn't more serious.,0
The sweating has been on and off all day. Possibly low blood sugar. Not sure what to do.,0
Significant weakness today. I took antacids. Still not sure if this is normal. Not sure what to do.,0
The shortness of breath started after dehydration. I took antacids and it passed.,0
My dad says the sweating has been there since yesterday. They rested. Not sure what to do.,0
"Bad chest pain and chest tightness, plus can't catch my breath at all. Called an ambulance. After all the tests they cleared me — just a cold.",0
Experiencing mild chest pressure that came on earlier today. I took ibuprofen. Should I be worried?,0
Had severe trembling with can't catch my breath at all so I went to the ER. Urgent care said it was the heat outside. Relieved it wasn't more serious.,0
The abdominal pain comes and goes when I'm stressed. Probably sitting too long. Passed on its own after an hour.,0
Slight confusion all afternoon. Think it's eating too fast. Ibuprofen helped.,0
Had terrible dizziness with difficulty forming words so I went to the ER. After all the tests they cleared me — just skipping meals.,0
The jaw pain alongside the chest pain plus terrible stomach cramps had me in a panic. Went straight to urgent care. After all the tests they cleared me — just the heat outside.,0
The vision darkening at the edges plus concerning lightheadedness had me in a panic. Went straight to urgent care. The ER ran tests and said it was acid reflux. Discharged after two hours.,0
"Significant seeing spots and dizziness, plus jaw pain alongside the chest pain. Called an ambulance. Urgent care said it was not sleeping enough. Relieved it wasn't more serious.",0
"Crushing throat tightness and chest tightness, plus vision darkening at the edges. Called an ambulance. Doctors said it was just a hard workout. Back home and resting.",0
Bad jaw pain and numbness on my left side came on suddenly. I was convinced it was serious. Paramedics checked me over and said it was eating too fast. What a scare.,0
The feeling faint started after eating too fast. I lay down and it passed.,0
The throat tightness that started a few hours ago — I sat down but I'm really worried about it. vision darkening at the edges. Should I be worried?,1
Woke up with significant confusion. Could be sitting too long but I'm not certain. Any advice?,0
I took ibuprofen for the significant throat tightness but when pain radiating to my left arm started I went to the ER. Paramedics checked me over and said it was too much caffeine. What a scare.,0
Woke up with minor weakness. Probably alcohol last night. It went away after I rested.,0
Had bad nausea and shaking for the past few hours. Has anyone else experienced this?,0
My neighbor collapsed — concerning heart pounding and can't catch my breath at all. Rushed to the ER. The ER ran tests and said it was a cold. Discharged after two hours.,0
"Terrible blurred vision and trembling, plus difficulty forming words. Called an ambulance. Urgent care said it was low blood sugar. Relieved it wasn't more serious.",0
Severe dizziness came out of nowhere. pain radiating to my left arm. I had a snack but nothing seems to be helping.,1
My husband says the heart pounding has been there since yesterday. They took ibuprofen. Is this something to see a doctor about?,0
My dad had sharp chest tightness and vision darkening at the edges — we called 911. Urgent care said it was acid reflux. Relieved it wasn't more serious.,0
"Sharp throbbing headache and shaking, plus pain radiating to my left arm. Called an ambulance. My doctor said it was skipping meals and nothing to worry about.",0
Intense stomach cramps and jaw pain alongside the chest pain came on suddenly. I was convinced it was serious. Doctors said it was just seasonal allergies. Back home and resting.,0
Woke up with a bit of dizziness. Could be stress but I'm not certain. Is this something to see a doctor about?,0
Woke up with concerning seeing spots. Could be eating too fast but I'm not certain. Is this something to see a doctor about?,0
Experiencing slight vomiting that came on earlier today. I rested. Not sure what to do.,0
My coworker had intense sweating and can't catch my breath at all — we called 911. Doctors said it was just a cold. Back home and resting.,0
My child has some chest pressure. They stepped outside for air but it hasn't fully resolved. Any advice?,0
The racing heart that started a few hours ago — I took ibuprofen but it keeps coming back. numbness on my left side. Should I be worried?,1
A bit of feeling faint today. I took antacids. Still not sure if this is normal. Does this sound serious?,0
Minor chest pain all afternoon. Think it's stress. Ibuprofen helped.,0
Terrible lightheadedness with can't catch my breath at all. I tried stepped outside for air but it's lasting longer than expected.,1
"Sharp racing heart and sweating, plus vision darkening at the edges. Called an ambulance. Turned out to be a hard workout. Feeling much better now.",0
I lay down for the significant nausea but when vision darkening at the edges started I went to the ER. Doctors said it was just postural hypotension. Back home and resting.,0
Both trouble breathing and numbness today — think it's not sleeping enough. Better after drinking water.,0
My roommate had intense shaking and pain radiating to my left arm — we called 911. My doctor said it was anxiety and nothing to worry about.,0
Dealing with some stomach cramps and stomach cramps today. Not sure if it's dehydration or something more. Is this something to see a doctor about?,0
My coworker had sharp chest pain and pain radiating to my left arm — we called 911. Urgent care said it was the heat outside. Relieved it wasn't more serious.,0
Had concerning seeing spots and severe headache for the past few hours. Should I be worried?,0
My wife says the cold sweats has been there since yesterday. They took deep breaths. Is this something to see a doctor about?,0
My wife collapsed — significant blurred vision and difficulty forming words. Rushed to the ER. After all the tests they cleared me — just too much caffeine.,0
Had slight weakness today — pretty sure it's just not sleeping enough. Feeling better now.,0
The stomach cramps comes and goes when I'm stressed. Probably too much caffeine. It went away after I rested.,0
Mild abdominal pain all afternoon. Think it's alcohol last night. Ibuprofen helped.,0
I lay down for the moderate blurred vision but when jaw pain alongside the chest pain started I went to the ER. The ER ran tests and said it was postural hypotension. Discharged after two hours.,0
Significant rapid heart rate and difficulty forming words came on suddenly. I was convinced it was serious. My doctor said it was acid reflux and nothing to worry about.,0
Had significant stomach cramps and tingling for the past few hours. Does this sound serious?,0
My roommate collapsed — sharp chest tightness and jaw pain alongside the chest pain. Rushed to the ER. After all the tests they cleared me — just low blood sugar.,0
The chest pain started after alcohol last night. I sat down and it passed.,0
I lay down for the severe chest tightness but when numbness on my left side started I went to the ER. The ER ran tests and said it was the heat outside. Discharged after two hours.,0
Woke up with some shortness of breath. Probably skipping meals. Feeling better now.,0
Had terrible disorientation with pain radiating to my left arm so I went to the ER. Doctors said it was just not sleeping enough. Back home and resting.,0
Some lightheadedness today. I rested. Still not sure if this is normal. Has anyone else experienced this?,1
Concerning lightheadedness and one side of my face feels strange came on suddenly. I was convinced it was serious. Doctors said it was just too much caffeine. Back home and resting.,0
Intense heart pounding and pain radiating to my left arm came on suddenly. I was convinced it was serious. Paramedics checked me over and said it was dehydration. What a scare.,0
Dealing with mild nausea from sitting too long. I lay down and passed on its own after an hour.,0
My wife says the feeling faint has been there since yesterday. They took ibuprofen. Should I call my doctor?,0
Woke up with some blurred vision. Probably stress. Better after drinking water.,0
The nausea comes and goes when I'm stressed. Probably acid reflux. Ibuprofen helped.,0
The vomiting comes and goes when I'm stressed. Probably anxiety. Ibuprofen helped.,0
Sharp shortness of breath and one side of my face feels strange came on suddenly. I was convinced it was serious. Urgent care said it was eating too fast. Relieved it wasn't more serious.,0
Noticing slight difficulty breathing since this morning. I drank some water but I'm not sure it helped. Has anyone else experienced this?,0
Woke up with minor vomiting. Probably anxiety. Ibuprofen helped.,0
My friend had moderate weakness and jaw pain alongside the chest pain — we called 911. My doctor said it was alcohol last night and nothing to worry about.,0
Slight numbness all afternoon. Think it's eating too fast. Ibuprofen helped.,0
Had concerning throat tightness and blurred vision for the past few hours. Does this sound serious?,0
Had slight tingling today — pretty sure it's just skipping meals. Better after drinking water.,0
Intense feeling faint and jaw pain alongside the chest pain came on suddenly. I was convinced it was serious. My doctor said it was the heat outside and nothing to worry about.,0
"Bad difficulty breathing and shaking, plus pain radiating to my left arm. Called an ambulance. After all the tests they cleared me — just alcohol last night.",0
Sharp chest pressure and can't catch my breath at all came on suddenly. I was convinced it was serious. The ER ran tests and said it was a stressful week. Discharged after two hours.,0
Experiencing moderate seeing spots that came on earlier today. I sat down. Is this something to see a doctor about?,0
My husband had bad racing heart and vision darkening at the edges — we called 911. After all the tests they cleared me — just a hard workout.,0
Had significant jaw pain with throat swelling so I went to the ER. Paramedics checked me over and said it was skipping meals. What a scare.,0
Had significant confusion and heart pounding for the past few hours. Any advice?,1
My neighbor collapsed — terrible feeling faint and jaw pain alongside the chest pain. Rushed to the ER. After all the tests they cleared me — just eating too fast.,0
Woke up with some seeing spots. Probably eating too fast. Better after drinking water.,0
"Moderate heart pounding and heart pounding, plus one side of my face feels strange. Called an ambulance. Doctors said it was just dehydration. Back home and resting.",0
The shortness of breath started after dehydration. I lay down and it passed.,0
Had sharp arm pain with throat swelling so I went to the ER. Turned out to be the heat outside. Feeling much better now.,0
The dizziness has been on and off all day. Possibly dehydration. Should I be worried?,0
Dealing with slight chest tightness from a panic attack. I drank some water and much better after lying down.,0
Both severe headache and numbness today — think it's a hard workout. Ibuprofen helped.,0
Had a bit of dizziness today — pretty sure it's just stress. Passed on its own after an hour.,0
Had moderate seeing spots with difficulty forming words so I went to the ER. Urgent care said it was skipping meals. Relieved it wasn't more serious.,0
Sharp seeing spots and pain radiating to my left arm came on suddenly. I was convinced it was serious. The ER ran tests and said it was a cold. Discharged after two hours.,0
The tingling comes and goes when I'm stressed. Probably not sleeping enough. Passed on its own after an hour.,0
Terrible racing heart and difficulty forming words came on suddenly. I was convinced it was serious. Doctors said it was just low blood sugar. Back home and resting.,0
Having moderate seeing spots that started a little while ago. I took antacids. Is this something to see a doctor about?,0
The nausea comes and goes when I'm stressed. Probably dehydration. It went away after I rested.,0
Experiencing minor chest tightness that came on earlier today. I rested. Not sure what to do.,0
Had a bit of disorientation today — pretty sure it's just too much caffeine. Ibuprofen helped.,0
"Severe seeing spots and rapid heart rate, plus jaw pain alongside the chest pain. Called an ambulance. Turned out to be a hard workout. Feeling much better now.",0
Woke up with bad trembling. Could be acid reflux but I'm not certain. Is this something to see a doctor about?,0
Had concerning lightheadedness and chest pain for the past few hours. Should I call my doctor?,0
Had crushing difficulty breathing with one side of my face feels strange so I went to the ER. The ER ran tests and said it was skipping meals. Discharged after two hours.,0
Noticing mild severe headache since this morning. I took ibuprofen but I'm not sure it helped. Has anyone else experienced this?,0
I stepped outside for air for the severe throbbing headache but when one side of my face feels strange started I went to the ER. The ER ran tests and said it was a stressful week. Discharged after two hours.,0
Noticing a bit of feeling faint since this morning. I rested but I'm not sure it helped. Should I call my doctor?,0
My wife says the chest tightness has been there since yesterday. They stepped outside for air. Should I call my doctor?,0
Having slight chest tightness that started a little while ago. I took antacids. Not sure what to do.,0
Noticing significant numbness since this morning. I took ibuprofen but I'm not sure it helped. Has anyone else experienced this?,0
The heart pounding started after alcohol last night. I took ibuprofen and it passed.,0
Woke up with slight arm pain. Probably a panic attack. It went away after I rested.,0
Had significant blurred vision with vision darkening at the edges so I went to the ER. The ER ran tests and said it was postural hypotension. Discharged after two hours.,0
The jaw pain comes and goes when I'm stressed. Probably low blood sugar. Much better after lying down.,0
"Crushing chest tightness and dizziness, plus jaw pain alongside the chest pain. Called an ambulance. My doctor said it was alcohol last night and nothing to worry about.",0
The trouble breathing comes and goes when I'm stressed. Probably not sleeping enough. It went away after I rested.,0
Woke up with a bit of rapid heart rate. Probably skipping meals. Better after drinking water.,0
The feeling faint comes and goes when I'm stressed. Probably skipping meals. Passed on its own after an hour.,0
A bit of shortness of breath all afternoon. Think it's skipping meals. Much better after lying down.,0
Had slight arm pain today — pretty sure it's just stress. Passed on its own after an hour.,0
Woke up with a bit of blurred vision. Probably eating too fast. Passed on its own after an hour.,0
Severe throat tightness and throat swelling came on suddenly. I was convinced it was serious. Turned out to be skipping meals. Feeling much better now.,0
My wife collapsed — significant severe headache and one side of my face feels strange. Rushed to the ER. After all the tests they cleared me — just acid reflux.,0
Both arm pain and feeling faint today — think it's seasonal allergies. Passed on its own after an hour.,0
Had bad shortness of breath with throat swelling so I went to the ER. My doctor said it was a hard workout and nothing to worry about.,0
Some chest pain all afternoon. Think it's a panic attack. Much better after lying down.,0
Sharp vomiting and difficulty forming words came on suddenly. I was convinced it was serious. Paramedics checked me over and said it was sitting too long. What a scare.,0
Had some throat tightness today — pretty sure it's just too much caffeine. Passed on its own after an hour.,0
Mild cold sweats today. I took antacids. Still not sure if this is normal. Not sure what to do.,0
Woke up with mild rapid heart rate. Probably skipping meals. Passed on its own after an hour.,0
Having minor racing heart that started a little while ago. I took deep breaths. Should I call my doctor?,0
Having concerning confusion that started a little while ago. I drank some water. Should I be worried?,1
Woke up with some chest pain. Could be stress but I'm not certain. Any advice?,0
Both trembling and sweating today — think it's too much caffeine. Ibuprofen helped.,0
Had some racing heart today — pretty sure it's just skipping meals. Much better after lying down.,0
Woke up with a bit of cold sweats. Probably skipping meals. Much better after lying down.,0
"Terrible cold sweats and disorientation, plus throat swelling. Called an ambulance. After all the tests they cleared me — just dehydration.",0
Moderate disorientation today. I had a snack. Still not sure if this is normal. Any advice?,0
The numbness on my left side plus significant heart pounding had me in a panic. Went straight to urgent care. Urgent care said it was a panic attack. Relieved it wasn't more serious.,0
The numbness started after skipping meals. I took antacids and it passed.,0
Noticing concerning disorientation since this morning. I rested but I'm not sure it helped. Should I call my doctor?,0
My neighbor collapsed — bad throat tightness and vision darkening at the edges. Rushed to the ER. Paramedics checked me over and said it was too much caffeine. What a scare.,0
My child has terrible cold sweats and numbness on my left side. They had a snack but nothing seems to be helping. Any advice?,1
Noticing mild abdominal pain since this morning. I stepped outside for air but I'm not sure it helped. Not sure what to do.,0
Severe confusion and numbness on my left side came on suddenly. I was convinced it was serious. Urgent care said it was a panic attack. Relieved it wasn't more serious.,0
I sat down for the moderate rapid heart rate but when jaw pain alongside the chest pain started I went to the ER. The ER ran tests and said it was low blood sugar. Discharged after two hours.,0
Severe chest tightness with difficulty forming words. I tried rested but it's not going away.,1
Had some racing heart today — pretty sure it's just anxiety. Feeling better now.,0
Dealing with mild vomiting from eating too fast. I drank some water and much better after lying down.,0
My child collapsed — terrible heart pounding and vision darkening at the edges. Rushed to the ER. Doctors said it was just low blood sugar. Back home and resting.,0
Having nausea and vision darkening at the edges. Tried took ibuprofen but it's getting worse. Not sure what to do.,1
My wife had sharp tingling and vision darkening at the edges — we called 911. My doctor said it was too much caffeine and nothing to worry about.,0
Noticing moderate confusion since this morning. I took ibuprofen but I'm not sure it helped. Does this sound serious?,0
The confusion started after alcohol last night. I took antacids and it passed.,0
"Terrible dizziness and weakness, plus vision darkening at the edges. Called an ambulance. The ER ran tests and said it was dehydration. Discharged after two hours.",0
Dealing with minor difficulty breathing from alcohol last night. I sat down and much better after lying down.,0
Noticing moderate lightheadedness since this morning. I rested but I'm not sure it helped. Is this something to see a doctor about?,0
My friend has concerning chest tightness. They stepped outside for air but it hasn't fully resolved. Should I call my doctor?,1
The difficulty breathing comes and goes when I'm stressed. Probably a panic attack. It went away after I rested.,0
The one side of my face feels strange plus moderate shortness of breath had me in a panic. Went straight to urgent care. Urgent care said it was not sleeping enough. Relieved it wasn't more serious.,0
Woke up with slight lightheadedness. Could be sitting too long but I'm not certain. Has anyone else experienced this?,0
Woke up with a bit of abdominal pain. Probably stress. Better after drinking water.,0
The jaw pain alongside the chest pain plus terrible vomiting had me in a panic. Went straight to urgent care. After all the tests they cleared me — just alcohol last night.,0
My child had concerning jaw pain and numbness on my left side — we called 911. My doctor said it was a stressful week and nothing to worry about.,0
The vision darkening at the edges plus terrible throbbing headache had me in a panic. Went straight to urgent care. After all the tests they cleared me — just a cold.,0
"Terrible tingling and dizziness, plus jaw pain alongside the chest pain. Called an ambulance. Doctors said it was just alcohol last night. Back home and resting.",0
My roommate had severe stomach cramps and vision darkening at the edges — we called 911. My doctor said it was too much caffeine and nothing to worry about.,0
My husband collapsed — crushing seeing spots and pain radiating to my left arm. Rushed to the ER. The ER ran tests and said it was a hard workout. Discharged after two hours.,0
My dad says the blurred vision has been there since yesterday. They rested. Should I call my doctor?,0
Woke up with minor shaking. Could be alcohol last night but I'm not certain. Is this something to see a doctor about?,0
The vision darkening at the edges plus moderate trouble breathing had me in a panic. Went straight to urgent care. The ER ran tests and said it was seasonal allergies. Discharged after two hours.,0
The numbness on my left side plus sharp chest pressure had me in a panic. Went straight to urgent care. My doctor said it was a hard workout and nothing to worry about.,0
Sharp sweating and difficulty forming words came on suddenly. I was convinced it was serious. Urgent care said it was a cold. Relieved it wasn't more serious.,0
"Severe trembling and trouble breathing, plus jaw pain alongside the chest pain. Called an ambulance. The ER ran tests and said it was acid reflux. Discharged after two hours.",0
Sharp trouble breathing with throat swelling. I tried rested but it's lasting longer than expected.,1
Had slight disorientation and trembling for the past few hours. Has anyone else experienced this?,0
I drank some water for the significant arm pain but when one side of my face feels strange started I went to the ER. After all the tests they cleared me — just stress.,0
Dealing with mild rapid heart rate from anxiety. I drank some water and it went away after i rested.,0
Woke up with significant tingling. Could be the heat outside but I'm not certain. Does this sound serious?,0
The arm pain has been on and off all day. Possibly eating too fast. Does this sound serious?,0
